customer_id,age,gender,region,income_tier,education_level,marital_status,tenure_months,contract_type,preferred_channel,loyalty_tier,churn
CUST010103,33.0,M,east,Mid,Graduate,Divorced,64,multi-year,App,Gold,0
CUST008913,34.0,Female,South ,High,High School,Single,14,Monthly,In-store,Platinum,0
CUST015664,37.0,MALE,South ,Mid,Graduate,Married,13,Multi-year,Web,Gold,0
CUST008515,51.0,M,South,Low,High School,Single,33,Monthly,Web,Bronze,1
CUST010809,,Female,NORTH,Mid,,Married,30,Monthly,In-store,Gold,1
CUST012376,33.0,Female,CENTRAL,High,Doctorate,Divorced,35,Monthly,Phone,Bronze,0
CUST009793,,female,CENTRAL,High,Graduate,Single,8,Monthly,In-store,Silver,0
CUST006736,47.0,Non-binary,NORTH,Low,Graduate,Divorced,79,Annual,App,Bronze,1
CUST007337,35.0,Male,South,Low,High School,Married,67,Multi year,Web,Silver,0
CUST007743,45.0,Female,South ,Mid,Post-Graduate,Married,23,Monthly,In-store,Bronze,0
CUST010995,53.0,FEMALE,Central,Low,Graduate,Married,51,Monthly,Phone,Silver,0
CUST001810,47.0,Male,East,,High School,Widowed,13,Monthly,Web,Silver,1
CUST017277,58.0,male,EAST,High,High School,Single,35,multi-year,In-store,Silver,0
CUST019967,57.0,Female,West,Low,High School,Single,48,Monthly,Web,Silver,1
CUST015279,35.0,M,EAST,Mid,Post-Graduate,Married,12,Annual,In-store,,0
CUST008554,52.0,Female,SOUTH,Mid,Graduate,Widowed,21,Monthly,In-store,Silver,0
CUST019430,52.0,Male,NORTH,Mid,Graduate,Married,48,Monthly,Web,Bronze,0
CUST005267,35.0,Female,NORTH,Low,Doctorate,Married,60,Multi-year,Web,,1
CUST006414,31.0,Male,north ,Mid,Post-Graduate,Married,33,Annual,Phone,Bronze,0
CUST009348,49.0,Male,north,Mid,Graduate,Divorced,10,Monthly,Phone,Gold,1
CUST013610,37.0,M,east,High,Graduate,Single,30,Monthly,App,Gold,1
CUST003110,,Male,central,Low,Post-Graduate,Married,59,Monthly,App,Gold,0
CUST010622,29.0,Male,East,Mid,Graduate,Single,9,Monthly,Web,Silver,0
CUST002910,38.0,male,East,Mid,High School,Married,6,Annual,Web,Bronze,0
CUST006951,53.0,Male,West,High,Graduate,Divorced,30,Annual,Phone,,0
CUST016776,30.0,Male,CENTRAL,Mid,Graduate,Married,32,Monthly,Web,Gold,0
CUST009339,53.0,Male,WEST,Low,Doctorate,Widowed,6,Monthly,Phone,Silver,0
CUST015269,31.0,F,CENTRAL,Low,High School,Divorced,5,Annual,Web,Bronze,0
CUST009638,36.0,female,east,Mid,High School,Single,13,Monthly,In-store,Bronze,0
CUST014103,,Female,east,Mid,Graduate,Married,17,Monthly,App,Platinum,1
CUST018117,35.0,female,South,Low,High School,Widowed,61,Multi-year,Web,,0
CUST015079,42.0,M,SOUTH,Low,Graduate,Divorced,14,Multi-year,Phone,Bronze,0
CUST001158,59.0,Female,Central,,High School,Single,45,Monthly,In-store,,0
CUST019422,,Female,East,,Graduate,Single,1,Monthly,Web,Gold,0
CUST009992,,Male,East,Mid,High School,Divorced,51,Multi-year,App,Bronze,0
CUST008703,37.0,Female,SOUTH,Mid,High School,Married,25,Monthly,App,Bronze,0
CUST010316,50.0,Male,NORTH,Low,,Married,22,Monthly,Web,Bronze,1
CUST017250,20.0,Male,South,Mid,High School,Divorced,28,Monthly,App,Gold,0
CUST009111,57.0,Female,East,Mid,Post-Graduate,Single,22,Monthly,Web,Platinum,1
CUST016117,61.0,Male,South,Mid,Graduate,Married,28,Annual,App,Silver,0
CUST006447,25.0,Male,north,,High School,Married,31,Annual,Phone,Silver,1
CUST001910,50.0,Female,NORTH,Mid,High School,Divorced,3,Multi-year,Web,Platinum,0
CUST010259,24.0,Male,east,Mid,Post-Graduate,Single,23,Monthly,Web,Bronze,0
CUST014571,43.0,Female,CENTRAL,Low,High School,Single,13,Monthly,App,Silver,0
CUST018250,27.0,F,WEST,High,Graduate,Married,2,Monthly,App,Platinum,0
CUST001921,46.0,Female,WEST,Mid,Post-Graduate,Married,6,Monthly,Web,Bronze,0
CUST008238,38.0,F,West,High,Graduate,Single,45,Monthly,Web,Bronze,0
CUST008180,55.0,Male,North,Mid,,Single,36,Annual,App,Bronze,0
CUST016131,43.0,Male,west,Low,Graduate,Divorced,5,Annual,Phone,Bronze,0
CUST017967,,female,west,High,Graduate,Single,60,Monthly,Web,Silver,0
CUST015814,54.0,male,SOUTH,Mid,Graduate,Single,19,Annual,App,Gold,0
CUST000677,57.0,Male,east,Low,Post-Graduate,Married,19,Monthly,In-store,,0
CUST019973,24.0,Male,WEST,Low,Post-Graduate,Married,16,Monthly,Web,,0
CUST001517,45.0,FEMALE,EAST,,Post-Graduate,Married,40,Annual,App,Bronze,0
CUST001207,18.0,M,south,Mid,Post-Graduate,Married,43,Monthly,Web,Gold,0
CUST003402,42.0,F,Central,,Post-Graduate,Married,4,Monthly,Web,Platinum,0
CUST002878,47.0,F,SOUTH,Mid,,Married,47,Annual,Phone,Platinum,0
CUST013832,55.0,F,West,High,Graduate,Single,29,Monthly,Web,Silver,0
CUST018174,44.0,Female,Central,High,High School,Divorced,16,Monthly,Web,Bronze,1
CUST017015,34.0,Female,CENTRAL,Mid,Post-Graduate,Married,57,Monthly,Web,,1
CUST017163,42.0,Male,EAST,Low,,Divorced,53,Monthly,App,Bronze,0
CUST008216,44.0,MALE,west,,Post-Graduate,Married,7,Monthly,Web,,0
CUST008035,50.0,Male,North,High,Doctorate,Married,20,Monthly,In-store,Bronze,0
CUST000211,24.0,Female,North,Mid,High School,Married,88,Annual,App,Silver,1
CUST014178,51.0,Female,North,High,Post-Graduate,Divorced,12,Monthly,Phone,Silver,0
CUST010965,38.0,M,Central,Low,Graduate,Married,40,Monthly,In-store,,1
CUST003686,63.0,F,north,High,,Divorced,10,Monthly,App,Gold,0
CUST007570,55.0,Female,WEST,Mid,High School,Single,38,Multi year,Web,Bronze,1
CUST013801,,Male,North,High,Graduate,Married,40,Annual,Web,Bronze,1
CUST012157,34.0,Female,CENTRAL,Mid,Graduate,Married,21,Annual,Web,Bronze,0
CUST002863,46.0,male,east,Mid,Graduate,Single,6,Monthly,App,Platinum,0
CUST019346,42.0,Male,South,High,,Single,71,Monthly,Web,Silver,0
CUST012437,,Female,South ,Mid,Graduate,Single,16,multi-year,Web,Silver,0
CUST009347,36.0,Female,South ,Mid,Graduate,Divorced,26,Monthly,In-store,,0
CUST013530,,M,central,Mid,Graduate,Single,33,Monthly,App,,0
CUST005501,37.0,Male,SOUTH,Low,Graduate,Married,8,Monthly,App,Silver,0
CUST019509,54.0,M,West,Mid,Graduate,Single,35,multi-year,App,,1
CUST013881,37.0,F,north ,,High School,Married,46,Monthly,Web,Silver,1
CUST010849,49.0,Male,NORTH,Mid,Doctorate,Married,46,Annual,Web,Silver,0
CUST000257,38.0,male,north ,High,,Divorced,24,Monthly,App,Bronze,0
CUST007579,32.0,Male,Central,,High School,Married,29,Multi-year,In-store,Silver,0
CUST012713,28.0,Male,North,High,Graduate,Single,17,Monthly,Web,Gold,0
CUST012443,54.0,Female,NORTH,Mid,Doctorate,Single,14,Monthly,Phone,Bronze,0
CUST010255,45.0,Female,WEST,,Post-Graduate,Single,38,Annual,Web,Gold,0
CUST010348,40.0,Male,East,Low,Post-Graduate,Single,28,Annual,Web,,0
CUST008167,32.0,Male,South,Mid,Doctorate,Married,21,Multi-year,Web,Silver,0
CUST000793,36.0,MALE,Central,Low,Graduate,Single,51,Monthly,In-store,Silver,0
CUST005191,41.0,male,South,,,Married,8,Monthly,Web,Silver,0
CUST002629,23.0,Female,East,Mid,Graduate,Single,18,Monthly,App,,1
CUST008553,64.0,Female,CENTRAL,,High School,Single,12,Multi year,Web,Bronze,1
CUST010126,46.0,Male,East,Mid,,Married,59,Annual,In-store,Platinum,0
CUST011195,47.0,male,east,,High School,Married,33,Monthly,Web,Silver,1
CUST017027,51.0,Female,SOUTH,High,Graduate,Married,22,Annual,Web,,0
CUST005370,66.0,FEMALE,South ,Mid,High School,Single,35,Annual,Web,Bronze,0
CUST016947,66.0,female,north,High,,Married,2,Multi-year,App,Silver,0
CUST007714,47.0,Female,east,Mid,Post-Graduate,Married,64,Monthly,In-store,Bronze,0
CUST003015,34.0,Male,central,Mid,High School,Widowed,27,Monthly,Phone,Silver,0
CUST016383,42.0,Male,SOUTH,High,Doctorate,Married,46,Monthly,Web,,0
CUST009543,55.0,Male,SOUTH,Mid,Graduate,Divorced,28,Monthly,App,Gold,1
CUST011822,53.0,Female,north,High,High School,Married,50,Annual,In-store,Bronze,0
CUST014256,47.0,Male,CENTRAL,Mid,Graduate,Single,9,Annual,App,Silver,1
CUST007813,52.0,Female,South ,Mid,Graduate,Married,23,Annual,Phone,Silver,1
CUST005141,,Female,south,Low,Graduate,Married,26,Annual,Web,Platinum,1
CUST003234,47.0,Male,South,,Graduate,Married,8,Monthly,App,Silver,0
CUST018807,49.0,Female,South,Low,Graduate,Married,39,Monthly,Web,Silver,1
CUST007672,23.0,Female,SOUTH,,,Divorced,87,Annual,App,,1
CUST007021,26.0,Male,central,High,Post-Graduate,Married,22,Annual,App,Silver,1
CUST016919,23.0,Female,West,Mid,Graduate,Married,18,Annual,Web,Bronze,1
CUST002155,65.0,F,North,Mid,Post-Graduate,Divorced,12,Monthly,Phone,Bronze,1
CUST000769,40.0,Male,CENTRAL,High,High School,Married,24,Monthly,App,Bronze,0
CUST019283,43.0,Male,south,Low,Graduate,Widowed,17,Annual,In-store,Bronze,0
CUST010572,68.0,Male,north,Mid,Graduate,Married,88,Annual,Web,Platinum,1
CUST000418,42.0,MALE,CENTRAL,Mid,Graduate,Married,4,Annual,App,,1
CUST015444,32.0,Male,west,Low,Graduate,Married,9,Monthly,App,Silver,1
CUST009735,69.0,Female,WEST,Mid,Graduate,Married,14,Multi year,Web,,1
CUST019762,34.0,Male,EAST,Low,Post-Graduate,Single,18,Monthly,Phone,Platinum,0
CUST002390,31.0,Female,north,Mid,,Married,83,Monthly,App,Silver,0
CUST006868,41.0,Male,West,Low,High School,Married,31,Annual,App,Bronze,1
CUST014470,37.0,M,South,Mid,Graduate,Single,67,Annual,Web,Silver,0
CUST002817,30.0,female,CENTRAL,Low,Post-Graduate,Single,9,Annual,App,Gold,0
CUST014897,35.0,M,north ,Mid,High School,Single,14,Multi-year,App,Bronze,1
CUST016728,24.0,Male,WEST,Mid,Graduate,Married,50,Monthly,Web,Bronze,0
CUST000308,37.0,Male,South ,Mid,Graduate,Single,27,Multi-year,Phone,Bronze,0
CUST006558,45.0,Female,South ,Low,Graduate,Divorced,56,Monthly,In-store,,0
CUST003754,34.0,female,Central,Low,Post-Graduate,Divorced,34,Monthly,Web,Silver,0
CUST002876,30.0,Female,Central,High,Post-Graduate,Divorced,12,Monthly,In-store,Bronze,0
CUST003503,44.0,Male,South ,High,Graduate,Single,17,Monthly,In-store,Bronze,0
CUST019353,26.0,Female,south,Low,Graduate,Married,29,Annual,Web,Gold,0
CUST009343,,Non-binary,South ,Mid,Graduate,Married,8,Annual,Web,Bronze,1
CUST011204,35.0,female,West,Mid,Doctorate,Divorced,6,Monthly,Phone,Silver,0
CUST011362,33.0,Female,South,Mid,High School,Married,62,Monthly,Phone,Platinum,0
CUST014249,36.0,Male,north,High,Graduate,Single,48,Monthly,App,,1
CUST002527,44.0,Female,North,Low,Graduate,Divorced,14,Annual,App,Bronze,0
CUST016505,27.0,Female,Central,Low,High School,Married,23,Annual,In-store,Silver,0
CUST014764,37.0,male,South ,Mid,Graduate,Single,48,Monthly,Web,Silver,1
CUST013338,40.0,Male,WEST,Mid,High School,Single,16,Annual,In-store,Bronze,0
CUST017209,42.0,Female,north,Low,Doctorate,Married,19,Monthly,Web,Bronze,1
CUST000171,43.0,Female,WEST,Mid,Graduate,Married,24,Monthly,Phone,Bronze,1
CUST009936,56.0,FEMALE,north,Low,High School,Single,23,Monthly,App,Bronze,0
CUST001543,49.0,Female,West,Mid,Post-Graduate,Married,24,Annual,App,Platinum,1
CUST006093,33.0,Female,NORTH,,High School,Divorced,37,Monthly,Web,Bronze,0
CUST010542,40.0,Female,north,Mid,High School,Single,9,Monthly,App,Silver,1
CUST018129,34.0,Male,NORTH,Low,High School,Married,14,Monthly,Web,Platinum,0
CUST012688,36.0,Female,east,High,Post-Graduate,Married,22,Annual,Web,Bronze,1
CUST017314,39.0,Female,East,Mid,Post-Graduate,Married,20,Annual,Web,Platinum,0
CUST000240,29.0,Female,North,Low,Graduate,Married,6,Monthly,Web,Silver,1
CUST017989,,FEMALE,Central,Mid,Graduate,Married,13,Annual,App,,0
CUST008887,52.0,Female,west,Low,,Married,31,Annual,Phone,,0
CUST019724,61.0,Male,EAST,Low,Doctorate,Married,24,Annual,Web,Silver,0
CUST002990,64.0,Male,north,Mid,High School,Widowed,19,Annual,App,Gold,0
CUST013855,35.0,Female,north ,Mid,Graduate,Single,6,Annual,Web,Silver,0
CUST016022,41.0,Female,NORTH,,,Single,40,Multi-year,In-store,Bronze,0
CUST011881,43.0,Male,east,Mid,Graduate,Married,66,Annual,Web,,0
CUST016590,23.0,M,SOUTH,Low,High School,Single,14,Annual,Web,Platinum,1
CUST013122,38.0,Female,east,High,High School,Married,41,Monthly,App,Silver,1
CUST010531,46.0,Female,South,Low,High School,Single,46,Monthly,Web,Gold,0
CUST001204,43.0,Male,central,,Graduate,Single,15,Multi year,Phone,,0
CUST019395,45.0,female,East,Mid,,Married,82,Monthly,Web,Platinum,1
CUST006018,49.0,Female,South ,Mid,High School,Married,17,Annual,App,Bronze,0
CUST013860,,M,south,High,Post-Graduate,Married,44,Monthly,App,Silver,1
CUST005874,34.0,Female,east,Low,Post-Graduate,Married,45,Annual,Web,Silver,0
CUST009693,29.0,male,south,High,High School,Single,66,Annual,Web,Silver,0
CUST016033,64.0,Female,EAST,High,High School,Single,29,Monthly,Web,Silver,1
CUST017454,54.0,Male,East,Mid,Graduate,Single,61,Monthly,Web,Silver,0
CUST016823,72.0,Female,North,Mid,,Single,22,Monthly,App,Bronze,0
CUST006083,64.0,male,EAST,,Graduate,Single,11,Monthly,Web,Silver,1
CUST010301,47.0,Male,SOUTH,Mid,High School,Single,54,multi-year,App,,0
CUST003729,56.0,Non-binary,South ,Low,Graduate,Single,66,Monthly,App,Gold,0
CUST005894,31.0,Male,South,,High School,Married,35,Annual,App,Silver,0
CUST018355,49.0,Female,CENTRAL,Mid,Graduate,Single,41,Monthly,Phone,Bronze,0
CUST009477,29.0,female,West,Low,Graduate,Divorced,28,Monthly,App,Bronze,0
CUST007927,23.0,Male,West,High,Graduate,Married,39,Multi-year,App,,0
CUST007008,36.0,Female,north ,Mid,Graduate,Married,18,Multi-year,Web,Gold,0
CUST003465,39.0,Male,EAST,,Graduate,Married,20,Annual,Phone,Bronze,0
CUST010650,51.0,Non-binary,central,,,Single,39,Monthly,Web,Silver,1
CUST004841,43.0,M,CENTRAL,Low,Graduate,Divorced,25,Multi year,App,Silver,0
CUST012012,22.0,Female,east,High,Post-Graduate,Single,53,Monthly,App,,0
CUST007713,38.0,MALE,north,Mid,Post-Graduate,Single,28,Monthly,App,Gold,0
CUST002771,40.0,Male,East,Mid,High School,Single,3,Monthly,In-store,Bronze,0
CUST013575,40.0,F,East,Mid,High School,Divorced,48,Monthly,Phone,,0
CUST010596,,Female,south,Mid,Doctorate,Divorced,54,Monthly,In-store,,0
CUST001254,29.0,Female,north,Mid,Post-Graduate,Married,23,Annual,Phone,Silver,0
CUST003552,49.0,F,SOUTH,Low,High School,Single,32,Annual,Web,Gold,0
CUST002517,34.0,female,CENTRAL,Low,Post-Graduate,Single,51,Monthly,Web,Silver,1
CUST013512,,male,west,Mid,Graduate,Married,20,Monthly,App,Bronze,1
CUST015025,49.0,Male,South ,Mid,Post-Graduate,Married,16,Multi-year,Web,Silver,0
CUST016191,42.0,Non-binary,SOUTH,High,Post-Graduate,Single,42,Monthly,Web,Platinum,1
CUST003014,57.0,Female,West,Low,Post-Graduate,Married,30,Monthly,In-store,Bronze,0
CUST015114,54.0,Male,West,Low,High School,Widowed,10,Monthly,Web,Silver,1
CUST000599,,female,West,High,Doctorate,Married,16,Annual,Web,,1
CUST011501,50.0,Female,west,Low,High School,Divorced,24,Annual,App,,0
CUST015811,30.0,F,North,Mid,High School,Married,7,Monthly,In-store,Bronze,0
CUST010962,32.0,male,east,Low,High School,Single,80,Annual,In-store,Silver,0
CUST005407,26.0,F,North,,Graduate,Single,38,Annual,Phone,Bronze,0
CUST000126,40.0,Male,east,Mid,High School,Married,5,Monthly,App,,0
CUST003331,29.0,Male,Central,Low,High School,Married,12,Monthly,Phone,Gold,0
CUST015698,35.0,Female,north,Low,High School,Married,13,Annual,Web,Gold,0
CUST002261,35.0,Male,West,Low,Graduate,Widowed,38,Monthly,Web,,1
CUST010549,41.0,Female,South ,Mid,High School,Single,33,Monthly,Web,,0
CUST007857,54.0,MALE,CENTRAL,Mid,High School,Widowed,50,Monthly,Phone,Bronze,0
CUST018914,21.0,Female,West,Mid,Post-Graduate,Divorced,22,Monthly,Web,,0
CUST004965,37.0,Female,EAST,Low,High School,Single,32,Monthly,Phone,Silver,0
CUST017275,51.0,Male,central,Mid,Graduate,Single,77,Annual,App,Bronze,0
CUST014527,46.0,Male,West,Mid,High School,Married,10,Multi-year,App,Bronze,0
CUST010672,47.0,MALE,Central,Mid,,Single,7,Monthly,Web,Bronze,0
CUST006333,57.0,FEMALE,North,Low,High School,Married,14,Annual,In-store,Platinum,1
CUST013294,,female,South,Low,High School,Married,5,Monthly,Web,Silver,1
CUST013909,41.0,Female,CENTRAL,,Graduate,Single,42,Monthly,Web,Platinum,0
CUST014079,39.0,Male,South,Mid,,Married,97,Monthly,App,Bronze,0
CUST014467,55.0,female,north,Low,Graduate,Single,3,Monthly,App,,0
CUST019861,49.0,Male,South ,Low,Post-Graduate,Divorced,22,multi-year,App,Platinum,0
CUST000001,36.0,Male,East,Low,Graduate,Single,17,Annual,In-store,Platinum,0
CUST012029,47.0,Male,north ,High,Graduate,Single,30,Multi-year,App,Gold,0
CUST005810,39.0,Male,EAST,Low,Post-Graduate,Married,42,Monthly,Phone,Silver,1
CUST006561,42.0,Female,SOUTH,Low,High School,Single,8,Monthly,Web,Silver,1
CUST011654,59.0,MALE,SOUTH,Mid,Post-Graduate,Widowed,31,Annual,In-store,Bronze,0
CUST006291,58.0,Female,NORTH,Low,Post-Graduate,Married,37,Monthly,Phone,Silver,1
CUST013710,48.0,Female,NORTH,High,Graduate,Single,5,Annual,Web,Silver,0
CUST015913,55.0,male,NORTH,High,Post-Graduate,Divorced,50,multi-year,Web,Bronze,0
CUST002040,48.0,F,WEST,Low,Graduate,Single,36,multi-year,In-store,Silver,1
CUST015845,64.0,Male,Central,Low,High School,Married,13,Monthly,Web,Bronze,1
CUST013487,,Male,east,Mid,Graduate,Married,45,Annual,App,Silver,1
CUST013736,,Female,east,Low,Graduate,Married,10,Annual,In-store,Bronze,0
CUST000967,54.0,Male,north ,Low,High School,Divorced,12,Monthly,App,Silver,0
CUST018818,59.0,Female,west,Mid,,Married,17,Monthly,App,Silver,0
CUST009441,56.0,Female,North,Low,Graduate,Divorced,48,Multi-year,Web,Silver,1
CUST013740,47.0,Male,north ,High,High School,Divorced,19,Annual,In-store,Bronze,0
CUST019398,64.0,Female,west,High,High School,Single,30,Monthly,Web,Silver,0
CUST010063,32.0,Female,North,,Post-Graduate,Single,19,Annual,Phone,,0
CUST010571,52.0,Female,North,High,Graduate,Single,17,Annual,Web,Gold,0
CUST007581,45.0,Female,Central,,High School,Single,24,Monthly,Web,Silver,0
CUST019330,34.0,Male,NORTH,High,Graduate,Single,11,Monthly,Web,Gold,0
CUST000504,32.0,Female,CENTRAL,Low,Graduate,Married,26,Monthly,Web,Bronze,0
CUST010496,35.0,F,north ,Low,Graduate,Married,42,Monthly,In-store,Gold,1
CUST005505,18.0,Male,north,Mid,,Divorced,49,Monthly,Phone,,0
CUST010948,46.0,Female,north,,Graduate,Married,83,Annual,Web,Bronze,0
CUST017302,44.0,FEMALE,South,High,High School,Divorced,36,Annual,Phone,Gold,0
CUST005324,18.0,Male,North,Low,Post-Graduate,Married,15,Multi-year,App,Bronze,0
CUST009766,42.0,Male,East,Low,Post-Graduate,Married,27,Monthly,In-store,Gold,0
CUST015585,29.0,Male,north ,Mid,Graduate,Divorced,22,Monthly,Phone,Gold,0
CUST005930,32.0,Male,east,High,Graduate,Single,73,Annual,Phone,Platinum,0
CUST003900,,Female,South,High,Graduate,Single,23,Monthly,Phone,Bronze,0
CUST018274,66.0,Male,north,Low,Graduate,Divorced,36,multiyear,Phone,Silver,0
CUST000076,20.0,Male,North,Low,Post-Graduate,Married,21,Monthly,In-store,Gold,0
CUST006977,29.0,Male,EAST,Mid,Graduate,Single,27,Annual,Phone,,0
CUST004954,42.0,Female,east,Mid,High School,Widowed,34,Annual,App,Gold,0
CUST004957,29.0,Male,south,Low,Graduate,Married,15,Annual,In-store,Bronze,0
CUST008857,55.0,male,South ,Low,High School,Divorced,18,Multi-year,Web,Platinum,1
CUST003799,43.0,male,WEST,Low,,Single,79,Monthly,App,Silver,0
CUST000667,30.0,Male,west,Low,,Married,24,Monthly,In-store,Bronze,1
CUST011900,58.0,Female,South,Mid,Post-Graduate,Married,13,Annual,Web,Platinum,0
CUST000145,,Male,Central,Mid,Post-Graduate,Single,9,Monthly,Web,Gold,0
CUST008401,42.0,Female,south,,High School,Divorced,34,Annual,In-store,Bronze,0
CUST009239,62.0,Female,north ,High,High School,Married,14,Annual,App,Bronze,1
CUST002644,50.0,Male,SOUTH,Low,Graduate,Single,36,Annual,Web,Gold,0
CUST004947,22.0,Male,central,,Post-Graduate,Single,64,Annual,In-store,Bronze,1
CUST016297,,FEMALE,north,Mid,Graduate,Married,36,Monthly,Web,Bronze,0
CUST003360,46.0,Female,SOUTH,Mid,Post-Graduate,Married,36,Monthly,Web,Platinum,0
CUST002054,18.0,Female,South ,Mid,Graduate,Divorced,22,Monthly,App,Bronze,0
CUST014547,27.0,Female,West,Low,Graduate,Single,14,Multi-year,In-store,Bronze,1
CUST000639,,Female,EAST,Mid,Graduate,Single,11,Monthly,App,Silver,0
CUST005026,30.0,Male,South,Mid,,Divorced,13,Annual,Web,,0
CUST014482,,FEMALE,central,,High School,Divorced,63,Monthly,Web,Platinum,0
CUST009486,41.0,Female,east,Mid,,Single,13,Monthly,Phone,Silver,0
CUST009892,31.0,Female,WEST,High,Graduate,Married,28,Annual,Web,Bronze,0
CUST019805,34.0,Male,EAST,High,Graduate,Single,71,Monthly,App,,0
CUST007814,70.0,male,West,Mid,Graduate,Married,13,Annual,In-store,Bronze,0
CUST016466,19.0,Male,east,Low,Graduate,Single,20,Annual,Web,Bronze,0
CUST001419,60.0,Male,East,High,Graduate,Divorced,47,multiyear,Phone,Silver,0
CUST000472,45.0,Male,South ,Mid,High School,Widowed,12,Annual,In-store,Silver,0
CUST008047,48.0,Female,central,Low,Graduate,Single,33,Annual,Web,Platinum,0
CUST001452,36.0,Male,Central,Low,Doctorate,Divorced,29,Annual,Phone,Silver,0
CUST001219,32.0,F,North,,Post-Graduate,Single,22,Monthly,App,Bronze,1
CUST006514,48.0,Female,east,High,,Divorced,31,Monthly,App,Gold,0
CUST017469,46.0,Male,East,Mid,Post-Graduate,Divorced,25,Multi year,Web,,0
CUST016662,57.0,M,CENTRAL,High,High School,Married,39,Annual,Web,Silver,0
CUST009998,35.0,Male,north ,Mid,Post-Graduate,Single,69,Monthly,App,Bronze,0
CUST017791,35.0,Non-binary,west,Mid,Post-Graduate,Single,6,Monthly,Web,Bronze,1
CUST002207,28.0,female,south,High,Post-Graduate,Married,30,Multi-year,Phone,Bronze,1
CUST012636,53.0,Female,South,Low,Doctorate,Widowed,17,multiyear,Web,Silver,1
CUST009085,43.0,Female,South ,Low,Graduate,Widowed,32,Multi-year,Web,,0
CUST009106,42.0,Male,west,Mid,Graduate,Widowed,72,Monthly,App,,1
CUST017737,,Male,South ,Low,Graduate,Single,15,multiyear,App,Platinum,0
CUST005673,42.0,Female,EAST,Mid,Graduate,Single,24,Multi-year,Web,Silver,0
CUST016933,39.0,Female,West,Mid,High School,Single,22,Monthly,In-store,Bronze,1
CUST011319,36.0,Male,WEST,Mid,Post-Graduate,Married,18,Monthly,In-store,Silver,0
CUST014959,36.0,Male,central,Mid,Graduate,Widowed,16,Monthly,In-store,Bronze,0
CUST004771,,female,east,Low,Graduate,Single,40,Monthly,Web,Platinum,0
CUST001752,52.0,M,south,Mid,High School,Single,14,Monthly,App,Gold,0
CUST011672,55.0,Male,south,Mid,Post-Graduate,Single,21,Annual,Web,Silver,0
CUST007388,56.0,Female,EAST,Mid,High School,Single,51,Monthly,In-store,Platinum,0
CUST018574,49.0,male,SOUTH,Mid,High School,Single,34,Annual,In-store,Silver,0
CUST008581,42.0,Female,CENTRAL,Mid,Graduate,Divorced,22,Monthly,In-store,Silver,0
CUST005165,29.0,Female,CENTRAL,Mid,,Single,46,Monthly,App,Gold,0
CUST019321,,female,West,Mid,High School,Widowed,41,Monthly,Phone,Gold,0
CUST002607,18.0,Female,Central,Mid,High School,Married,41,Monthly,Phone,Bronze,0
CUST002982,35.0,Female,north,Mid,High School,Divorced,20,multiyear,App,Silver,1
CUST015314,56.0,MALE,south,Mid,High School,Single,40,Monthly,App,Silver,1
CUST009807,53.0,female,central,High,Post-Graduate,Divorced,25,Annual,App,,0
CUST005909,43.0,Female,east,High,Graduate,Divorced,32,Monthly,Web,Bronze,0
CUST001331,58.0,Male,west,Low,Post-Graduate,Single,47,Annual,Web,Silver,0
CUST010400,29.0,M,West,Low,Graduate,Married,5,Annual,In-store,Gold,0
CUST015107,,Female,EAST,Mid,Graduate,Widowed,46,Annual,Web,Bronze,1
CUST001666,52.0,Male,South,Mid,Graduate,Married,36,multiyear,Phone,Bronze,0
CUST005531,45.0,Male,South ,Mid,Graduate,Single,27,Monthly,Web,Silver,0
CUST007744,33.0,MALE,West,,Post-Graduate,Married,10,Annual,App,Silver,0
CUST019150,32.0,Male,north,Mid,High School,Married,30,Multi-year,Web,Gold,0
CUST014819,42.0,Female,central,Low,High School,Married,10,Monthly,App,Bronze,0
CUST009086,35.0,Male,Central,Low,High School,Single,64,Annual,Web,Silver,0
CUST017891,41.0,MALE,South,High,Graduate,Widowed,5,Monthly,In-store,Bronze,1
CUST008118,30.0,F,SOUTH,Mid,,Single,32,Multi-year,Phone,Platinum,1
CUST006633,61.0,Female,NORTH,Mid,Graduate,Single,16,Monthly,App,Bronze,0
CUST008491,36.0,M,central,Low,Graduate,Single,38,Annual,App,Silver,1
CUST009127,49.0,M,WEST,Mid,Post-Graduate,Divorced,23,Multi-year,App,Gold,0
CUST012074,40.0,female,South,Mid,Post-Graduate,Widowed,44,Monthly,App,Gold,1
CUST006661,67.0,Male,Central,,Graduate,Single,32,Monthly,In-store,Gold,0
CUST014537,27.0,Male,NORTH,Mid,Post-Graduate,Widowed,17,Annual,App,Gold,0
CUST005337,18.0,MALE,South ,Mid,High School,Single,14,Annual,Web,Silver,0
CUST009400,58.0,F,NORTH,Mid,Graduate,Single,20,Monthly,Phone,,0
CUST007807,47.0,FEMALE,south,Mid,High School,Married,37,Monthly,App,,0
CUST012269,,Male,NORTH,Mid,Graduate,Married,13,Monthly,App,Bronze,0
CUST000489,38.0,Male,SOUTH,,Graduate,Married,12,Annual,Web,Bronze,0
CUST012686,46.0,Male,West,Mid,Graduate,Widowed,45,Monthly,Web,Gold,0
CUST016230,44.0,Female,east,Mid,Graduate,Single,37,Monthly,Web,Bronze,0
CUST019114,33.0,Female,North,Mid,Post-Graduate,Married,4,Monthly,App,Silver,0
