customer_id,purchase_frequency,avg_order_value,total_spend_6m,recency_days,product_categories_used,returns_ratio,email_open_rate,app_sessions_per_month,support_tickets_6m,campaign_response_rate,last_promotion_used,customer_satisfaction_score,payment_method
CUST015979,18.0,206.86,3585.49,1.0,4,0.274,0.4541,28.0,19,0.4328,Free Shipping,18.5,Credit Card
CUST019727,12.0,68.39,897.08,,5,0.0468,0.6232,0.0,4,0.6026,No Promotion,63.5,COD
CUST007316,1.0,17.43,18.78,140.0,1,0.1882,0.6728,34.0,0,0.2246,No Promotion,100.0,Wallet
CUST014128,32.0,35.42,1209.31,148.0,8,0.3931,,49.0,0,0.4236,Cashback,0.0,COD
CUST008619,16.0,28.89,472.52,130.0,6,0.3995,0.3597,0.0,8,0.082,Cashback,49.5,Credit Card
CUST018323,34.0,114.06,3630.52,115.0,8,0.0982,0.5973,,0,0.871,Free Shipping,56.5,Wallet
CUST018247,2.0,13.12,28.64,92.0,2,0.4119,0.4458,17.0,7,0.2773,Cashback,84.5,Wallet
CUST008509,4.0,82.58,318.73,116.0,3,0.0621,0.3844,41.0,12,0.97,Discount,35.5,COD
CUST013472,1.0,659.54,667.34,88.0,1,0.023,0.7379,60.0,0,0.5407,No Promotion,,Wallet
CUST010565,,186.78,964.26,60.0,5,0.1358,0.6885,21.0,11,0.1685,Free Shipping,39.5,Credit Card
CUST017629,4.0,16.14,65.54,94.0,2,0.2915,0.8603,2.0,4,0.624,Cashback,81.0,Debit Card
CUST017013,6.0,18.58,112.4,1.0,4,0.2696,0.8439,,0,0.97,,0.0,Debit Card
CUST013886,1.0,71.15,75.73,183.0,1,0.1274,0.5061,34.0,0,0.6738,No Promotion,10.0,Wallet
CUST009591,,128.78,246.98,183.0,2,0.0,0.3942,28.0,0,0.1645,Free Shipping,,Credit Card
CUST008064,1.0,93.63,93.99,78.0,1,0.5006,0.3432,,0,0.2349,Discount,45.5,Debit Card
CUST015398,17.0,77.0,1294.08,153.0,8,0.5387,0.7599,39.0,4,0.5264,Free Shipping,76.5,Credit Card
CUST019895,8.0,106.87,774.84,1.0,7,0.1265,0.3449,60.0,0,0.0,Free Shipping,70.5,Credit Card
CUST019893,15.0,130.63,2031.04,38.0,1,0.1575,0.1936,56.0,15,0.9194,,42.5,Credit Card
CUST011663,8.0,126.12,1001.31,183.0,2,0.0,,48.0,8,0.3484,No Promotion,62.0,Debit Card
CUST014494,42.0,114.2,4854.06,88.0,7,0.1634,0.3587,53.0,17,0.1024,Discount,45.5,Wallet
CUST005486,6.0,193.32,1205.96,,2,0.3763,0.0,4.0,0,0.2208,Cashback,100.0,Credit Card
CUST007872,1.0,36.76,36.92,1.0,1,0.4184,,2.0,4,0.4985,Discount,,COD
CUST008548,1.0,21.03,21.61,,1,0.4531,0.7885,14.0,0,0.1747,Discount,48.0,Wallet
CUST017205,,244.91,1974.87,183.0,3,,0.7309,23.0,12,0.8341,,47.5,COD
CUST016064,1.0,35.62,36.89,12.0,1,0.1453,,43.0,3,0.0,Discount,27.5,Debit Card
CUST010528,,374.03,1295.37,83.0,3,0.5838,,60.0,0,0.6789,No Promotion,53.5,Credit Card
CUST017160,6.0,406.79,2233.76,124.0,1,0.1254,0.1506,60.0,0,0.4911,No Promotion,94.0,COD
CUST013943,29.0,74.66,2007.56,107.0,5,0.4904,0.8408,32.0,2,0.97,,98.0,Debit Card
CUST007732,15.0,15.59,231.99,34.0,4,0.4848,0.4879,19.0,0,0.97,Discount,59.5,COD
CUST005448,3.0,122.72,365.19,73.0,3,0.4475,0.0687,54.0,0,0.5203,Discount,,Credit Card
CUST014146,1.0,502.64,512.18,34.0,1,0.1139,0.5245,25.0,6,0.3784,Cashback,35.0,Wallet
CUST011530,21.0,165.95,3467.65,,4,0.3094,0.9081,3.0,0,0.0,Free Shipping,100.0,Wallet
CUST012457,4.0,481.34,1979.8,,3,,0.4711,20.0,0,0.6022,Discount,53.5,Credit Card
CUST006717,,149.65,440.02,1.0,3,0.0,,60.0,0,0.4822,,77.5,COD
CUST003286,1.0,178.3,194.1,144.0,1,0.0903,0.6818,,0,0.1614,Cashback,94.5,Wallet
CUST012061,1.0,35.98,37.08,148.0,1,0.4771,,60.0,11,0.8308,Free Shipping,78.0,Credit Card
CUST006074,21.0,47.61,914.67,114.0,4,0.1835,0.6896,60.0,12,0.6792,No Promotion,50.5,Credit Card
CUST000481,,270.19,1991.74,18.0,4,0.1912,0.98,14.0,3,0.5198,No Promotion,15.5,Credit Card
CUST012631,7.0,41.16,316.18,1.0,4,0.0844,0.6319,60.0,0,0.3862,No Promotion,15.0,Credit Card
CUST005753,,23.31,344.75,114.0,3,0.1055,0.5335,12.0,0,0.7785,No Promotion,100.0,Credit Card
CUST006943,7.0,19.67,129.8,1.0,3,0.0668,0.98,14.0,3,0.7341,Cashback,67.5,Credit Card
CUST000996,4.0,257.71,1015.69,10.0,2,0.2811,0.8981,30.0,5,0.6095,No Promotion,54.0,Credit Card
CUST015812,20.0,203.26,3896.6,48.0,4,0.0736,0.757,5.0,5,0.0614,No Promotion,48.0,Credit Card
CUST000656,11.0,151.26,1678.89,1.0,3,,0.0,33.0,5,0.2194,Discount,57.0,Credit Card
CUST002627,8.0,24.01,210.91,43.0,2,0.0,0.4192,,12,0.1206,Discount,59.0,COD
CUST004613,15.0,144.2,2251.25,88.0,4,0.064,0.8462,24.0,2,0.5298,Free Shipping,70.5,Credit Card
CUST003507,4.0,14.99,58.84,1.0,4,0.5929,0.0,0.0,12,0.5362,,93.0,Wallet
CUST005427,20.0,120.6,2500.28,75.0,5,0.0619,0.3252,51.0,8,0.4887,Cashback,66.0,Debit Card
CUST003895,12.0,86.8,1119.18,48.0,3,0.4201,0.5326,0.0,2,0.0,No Promotion,98.5,Wallet
CUST006546,24.0,75.47,1713.14,1.0,1,0.3987,0.365,60.0,8,0.124,Free Shipping,100.0,Credit Card
CUST012282,18.0,359.89,6759.05,60.0,7,0.1866,0.7524,15.0,2,0.6911,Cashback,80.0,Wallet
CUST019198,2.0,34.94,71.47,20.0,1,0.3257,0.4643,56.0,2,0.6042,,36.5,Credit Card
CUST005515,12.0,25.88,325.08,100.0,5,,0.6029,45.0,2,0.7966,No Promotion,17.0,Credit Card
CUST006697,16.0,46.06,675.68,36.0,2,0.2075,0.473,6.0,10,0.6191,No Promotion,44.5,Credit Card
CUST014008,12.0,72.19,906.62,183.0,7,0.1753,0.402,41.0,2,0.6017,Free Shipping,,Wallet
CUST015387,12.0,13.05,165.62,1.0,5,0.3794,0.4975,47.0,6,0.3342,Cashback,42.0,Credit Card
CUST008915,4.0,773.33,3209.16,1.0,1,0.3927,0.9138,16.0,0,0.7396,No Promotion,59.0,Wallet
CUST001325,5.0,516.03,2423.92,123.0,3,,,33.0,0,0.415,Discount,38.5,Debit Card
CUST012693,42.0,209.52,8203.84,117.0,8,0.0,0.0,0.0,29,0.1673,No Promotion,41.0,Credit Card
CUST005263,16.0,134.13,2248.38,4.0,6,0.0,0.4532,0.0,0,0.6482,Discount,70.0,COD
CUST016167,24.0,59.37,1466.94,1.0,8,,0.624,12.0,15,0.4163,Discount,31.0,Credit Card
CUST003317,20.0,220.37,4833.7,19.0,4,0.0003,,11.0,11,0.5989,No Promotion,,COD
CUST013107,,197.48,1455.77,52.0,5,0.135,0.7334,,1,0.0,,20.5,Credit Card
CUST012377,11.0,61.47,639.57,46.0,1,0.0,0.0,6.0,0,0.2775,Cashback,,Debit Card
CUST011696,8.0,86.02,725.29,139.0,2,0.1299,,28.0,19,0.0,No Promotion,32.0,Credit Card
CUST006155,16.0,30.33,509.4,183.0,2,0.2609,,,8,0.7223,No Promotion,56.0,Credit Card
CUST009500,11.0,68.16,753.17,,2,0.0088,0.7251,60.0,0,0.5762,Free Shipping,,Wallet
CUST010438,1.0,675.4,707.03,1.0,1,0.0462,0.1256,7.0,0,0.0,No Promotion,49.5,Credit Card
CUST014430,18.0,304.46,5272.65,37.0,3,0.0893,0.4827,25.0,11,0.8723,No Promotion,65.5,Debit Card
CUST007506,3.0,44.09,124.75,60.0,2,0.3954,,0.0,2,0.0606,No Promotion,33.0,Credit Card
CUST002690,12.0,125.87,1397.48,86.0,3,0.0128,0.2481,7.0,3,0.4968,Cashback,57.0,Debit Card
CUST007995,24.0,170.28,3915.48,20.0,4,0.1692,0.8045,39.0,15,0.3026,No Promotion,100.0,Debit Card
CUST008477,,64.53,1910.73,102.0,5,0.356,0.7248,20.0,8,0.3602,No Promotion,40.5,Credit Card
CUST016834,42.0,93.99,3756.87,1.0,6,0.4023,0.9034,23.0,22,0.97,Discount,52.5,Credit Card
CUST012165,21.0,71.49,1616.45,,6,0.1269,0.7593,4.0,12,0.6025,Discount,21.5,Debit Card
CUST011993,1.0,617.21,678.57,90.0,1,0.7135,0.9132,41.0,13,0.6588,Free Shipping,73.5,Credit Card
CUST006892,22.0,227.95,5199.87,110.0,4,,0.0,23.0,0,0.476,No Promotion,55.5,Credit Card
CUST015921,6.0,40.98,247.24,100.0,4,,0.8713,60.0,6,0.7367,,59.5,Debit Card
CUST010821,42.0,101.99,4036.44,76.0,8,0.3249,0.7663,,5,0.5953,Discount,100.0,Credit Card
CUST008422,27.0,117.97,3220.97,180.0,6,0.007,0.9734,60.0,10,0.97,Free Shipping,100.0,Debit Card
CUST018702,1.0,584.67,599.51,183.0,1,0.1696,,19.0,0,0.5557,Cashback,43.5,COD
CUST003493,9.0,134.55,1318.52,102.0,1,0.2535,0.4171,60.0,0,0.571,,27.0,COD
CUST014573,18.0,372.02,6417.26,65.0,6,0.2351,0.1769,42.0,9,0.4661,Discount,65.0,Wallet
CUST013840,37.0,87.88,3275.27,150.0,8,0.6781,0.2585,0.0,26,0.2931,Free Shipping,86.0,Credit Card
CUST000502,15.0,34.76,484.98,137.0,5,0.4721,0.1093,34.0,7,0.0,Cashback,,Credit Card
CUST001923,7.0,40.08,278.82,1.0,5,0.5343,0.9272,60.0,6,0.7401,Discount,52.5,Credit Card
CUST010306,5.0,135.78,654.66,183.0,1,0.2145,0.6298,47.0,1,0.97,Free Shipping,95.0,Credit Card
CUST002995,41.0,27.52,1225.28,37.0,4,0.3863,0.0,0.0,8,0.1395,Cashback,27.5,Credit Card
CUST019773,,177.03,3994.67,128.0,6,0.3031,0.1483,18.0,24,0.1533,No Promotion,38.5,Credit Card
CUST013659,10.0,22.38,209.71,183.0,3,0.4461,0.445,,0,0.4021,Discount,37.5,Debit Card
CUST017927,2.0,123.59,271.52,122.0,2,0.2991,0.0927,18.0,0,0.5184,No Promotion,98.0,Credit Card
CUST003130,2.0,53.03,110.18,160.0,1,0.216,0.98,57.0,0,0.3316,Discount,85.5,Wallet
CUST011965,35.0,160.21,5197.63,60.0,5,0.2686,0.3506,60.0,7,0.8524,Free Shipping,,Credit Card
CUST000571,3.0,287.17,913.13,128.0,3,0.1971,0.5266,43.0,2,0.7085,No Promotion,73.0,Wallet
CUST013499,2.0,22.36,45.24,180.0,2,0.1566,0.0,0.0,0,0.1398,No Promotion,64.0,Credit Card
CUST001503,42.0,37.5,1543.62,,4,0.4955,,60.0,38,0.4674,Cashback,37.0,Credit Card
CUST012371,1.0,904.5,960.47,52.0,1,0.0,0.4083,60.0,0,0.0978,Free Shipping,,Credit Card
CUST001966,3.0,31.71,90.91,118.0,3,0.0,0.3396,15.0,10,0.2521,,44.5,Credit Card
CUST000032,27.0,41.46,1044.97,183.0,3,0.2891,0.0095,0.0,20,0.2658,Discount,26.0,Credit Card
CUST016449,37.0,31.12,1221.32,116.0,6,0.5589,0.4477,33.0,8,0.2116,No Promotion,22.0,Debit Card
CUST007841,40.0,108.86,4156.72,30.0,8,0.1268,0.1609,40.0,36,0.0,No Promotion,59.0,Wallet
CUST011635,,83.1,3034.25,,6,0.2444,0.2905,22.0,4,0.5688,No Promotion,0.0,Wallet
CUST013249,34.0,131.09,4874.22,183.0,6,0.2294,0.4827,32.0,12,0.3347,Cashback,,Wallet
CUST018067,42.0,144.28,6659.04,150.0,5,0.2151,0.0,33.0,6,0.1701,Discount,77.0,COD
CUST004845,8.0,66.65,564.28,182.0,1,0.2517,0.9012,,6,0.0,Discount,63.5,Credit Card
CUST014373,1.0,25.48,27.38,,1,0.1449,0.98,60.0,0,0.2438,No Promotion,57.5,Debit Card
CUST019148,28.0,25.71,783.89,,4,0.1727,0.98,12.0,17,0.5508,Discount,,Credit Card
CUST013367,13.0,78.92,1086.86,102.0,2,0.1836,,60.0,6,0.1993,Free Shipping,85.0,Credit Card
CUST005893,,114.81,539.45,,3,,,16.0,0,0.6175,Cashback,0.5,Debit Card
CUST009909,7.0,223.1,1424.37,84.0,2,0.2235,0.5791,33.0,0,0.524,No Promotion,51.0,Credit Card
CUST005000,17.0,112.95,1808.15,94.0,5,0.3371,0.2829,3.0,4,0.0,Cashback,42.5,COD
CUST001540,,25.02,1084.42,140.0,3,0.3501,0.1152,7.0,16,0.0203,No Promotion,50.0,Debit Card
CUST016836,13.0,158.47,1963.44,108.0,4,0.3186,0.5455,1.0,0,0.2058,,38.0,Wallet
CUST009968,42.0,225.92,9164.43,160.0,6,0.0176,0.5408,60.0,24,0.0507,Discount,30.5,Credit Card
CUST013143,3.0,320.42,876.47,60.0,1,0.0229,0.5423,0.0,9,0.3458,No Promotion,2.5,Credit Card
CUST019704,41.0,78.98,3271.96,1.0,7,0.3437,0.0,0.0,10,0.1634,Cashback,43.0,COD
CUST008023,32.0,251.58,7811.6,136.0,7,0.2431,0.0,,0,0.518,Free Shipping,100.0,Credit Card
CUST016811,1.0,28.7,29.48,183.0,1,0.1818,0.0807,23.0,3,0.149,No Promotion,11.5,Credit Card
CUST007896,19.0,231.33,4492.29,180.0,4,0.2993,0.1518,59.0,12,0.4304,No Promotion,0.0,COD
CUST010216,12.0,178.79,2049.68,148.0,5,0.6195,0.6178,0.0,9,0.1125,,56.0,Credit Card
CUST002355,21.0,104.19,2177.57,108.0,8,0.0,0.0989,30.0,13,0.8553,Discount,67.0,Credit Card
CUST009688,7.0,283.52,1883.97,48.0,6,0.4018,0.5073,36.0,3,0.1522,No Promotion,65.0,Credit Card
CUST004792,27.0,119.22,3335.15,183.0,8,0.1119,0.0362,9.0,4,0.3819,Cashback,98.0,Debit Card
CUST005652,10.0,257.08,2752.88,68.0,3,0.4056,0.5163,0.0,1,0.9104,Cashback,100.0,COD
CUST011735,10.0,75.47,691.57,118.0,4,0.3916,0.2662,24.0,3,0.7731,Discount,45.5,COD
CUST006997,,104.65,2125.23,,2,0.0759,0.1515,0.0,5,0.3791,No Promotion,70.5,Credit Card
CUST018432,9.0,37.09,357.28,86.0,5,,0.4381,0.0,2,0.0,Cashback,41.5,Debit Card
CUST009070,2.0,17.02,37.21,126.0,1,0.3867,,35.0,11,0.0,,26.5,Credit Card
CUST005169,42.0,116.87,5230.33,148.0,8,0.3928,0.6788,41.0,20,0.97,Cashback,61.0,Debit Card
CUST001200,42.0,146.78,6229.3,1.0,6,0.5648,0.98,60.0,9,0.129,No Promotion,23.5,Wallet
CUST010218,10.0,172.3,1574.92,7.0,5,0.2567,0.2924,56.0,7,0.5336,Discount,,Wallet
CUST016853,17.0,239.43,3723.91,76.0,7,0.05,0.3513,0.0,0,0.4277,Discount,65.0,Wallet
CUST010394,42.0,96.56,3809.54,,6,,,31.0,10,0.9609,Free Shipping,0.0,Wallet
CUST016844,7.0,27.37,189.55,106.0,4,0.1816,0.0,0.0,0,0.7353,No Promotion,47.0,Debit Card
CUST009856,17.0,130.29,2416.65,21.0,7,0.0,0.1093,0.0,20,0.1981,No Promotion,65.0,Credit Card
CUST004608,,42.02,91.18,81.0,6,0.3264,,27.0,1,0.424,No Promotion,26.5,Wallet
CUST017826,1.0,24.26,24.4,,1,0.2462,0.0153,3.0,3,0.0,Cashback,46.5,COD
CUST006631,3.0,90.62,298.95,30.0,3,,0.2345,,0,0.638,Discount,96.0,Debit Card
CUST008133,12.0,86.57,937.82,142.0,4,0.0785,0.7137,56.0,4,0.5463,,53.0,COD
CUST008576,29.0,162.38,4282.35,43.0,6,0.1485,0.6227,47.0,0,0.2713,Discount,61.0,Credit Card
CUST012936,4.0,38.93,148.55,74.0,1,0.1725,0.5524,0.0,0,0.3877,Discount,68.5,COD
CUST015414,10.0,178.59,1687.74,113.0,3,0.1361,0.0,7.0,0,0.3709,No Promotion,51.5,Credit Card
CUST012418,9.0,273.13,2457.49,128.0,2,,0.0998,,0,0.0998,No Promotion,6.0,COD
CUST000099,7.0,78.56,541.18,148.0,3,,0.98,31.0,0,0.5267,Cashback,51.0,Wallet
CUST011758,9.0,200.53,1834.97,183.0,8,0.5352,0.1741,13.0,11,0.4185,Discount,59.0,Credit Card
CUST000152,29.0,92.33,2488.57,,7,0.0045,0.5182,21.0,10,0.0,No Promotion,,Debit Card
CUST008156,19.0,39.31,774.67,183.0,7,0.2362,0.3999,41.0,6,0.97,Cashback,39.0,Credit Card
CUST014101,17.0,115.63,1853.55,134.0,4,0.2367,,16.0,7,0.5887,,68.5,Debit Card
CUST018276,1.0,16.1,17.38,138.0,1,0.0456,0.3591,60.0,6,0.0,Cashback,67.5,Credit Card
CUST005152,40.0,142.4,5164.4,140.0,6,0.3918,0.706,55.0,15,0.6282,No Promotion,57.0,Credit Card
CUST014217,12.0,247.23,3143.5,,1,0.0103,0.3272,,0,0.1364,Free Shipping,40.0,Credit Card
CUST014285,13.0,42.74,569.75,183.0,5,0.0071,0.6362,8.0,13,0.0,No Promotion,59.5,Debit Card
CUST009329,25.0,103.41,2434.65,68.0,6,0.1796,0.3753,,11,0.138,Discount,17.0,Wallet
CUST013527,25.0,73.9,1885.12,168.0,5,0.2669,0.5592,0.0,12,0.0731,Cashback,,Credit Card
CUST016536,42.0,89.4,3707.5,76.0,7,0.3368,0.8063,3.0,11,0.0,Cashback,88.5,Wallet
CUST011124,6.0,210.35,1344.45,85.0,4,0.1586,,0.0,7,0.0248,Discount,51.0,Debit Card
CUST011678,4.0,301.83,1324.12,96.0,4,0.1542,0.4273,15.0,0,0.0,Discount,,Debit Card
CUST013026,37.0,74.87,2562.13,70.0,5,0.2216,0.98,60.0,12,0.6385,No Promotion,,Debit Card
CUST009351,7.0,36.56,255.4,67.0,6,0.1746,0.17,20.0,0,0.0,Discount,68.5,Credit Card
CUST003968,31.0,94.0,2772.99,159.0,7,0.3798,0.5939,60.0,17,0.7862,Cashback,46.0,Debit Card
CUST000512,6.0,26.55,167.26,183.0,4,0.2197,0.4278,,0,0.6385,Free Shipping,52.5,Credit Card
CUST001649,,73.66,1311.23,111.0,4,0.2937,0.4211,,0,0.0048,Discount,28.0,Credit Card
CUST012342,9.0,58.23,528.74,155.0,3,0.5343,0.2324,0.0,4,0.3045,No Promotion,12.5,Credit Card
CUST000929,,203.87,1234.2,53.0,3,0.2056,0.5898,0.0,0,0.3726,Discount,32.5,Debit Card
CUST014185,1.0,1140.72,1173.69,90.0,1,0.167,0.5283,60.0,8,0.4936,No Promotion,85.0,Credit Card
CUST019512,39.0,38.93,1620.85,183.0,5,0.0997,0.0,,17,0.2744,No Promotion,42.0,Debit Card
CUST015791,1.0,19.09,19.7,52.0,1,0.1878,0.6228,40.0,0,0.6512,Cashback,42.0,Wallet
CUST014743,31.0,15.21,510.94,,8,0.1172,0.0877,3.0,15,0.7603,No Promotion,96.0,Credit Card
CUST016497,17.0,172.11,3096.44,34.0,5,0.0,0.0762,0.0,8,0.0074,Discount,29.5,Debit Card
CUST002670,,91.0,1058.77,81.0,5,0.0,0.1248,60.0,1,0.6088,No Promotion,,Credit Card
CUST017068,12.0,18.74,208.28,172.0,2,0.1631,0.2828,0.0,0,0.0,Discount,29.5,Credit Card
CUST015895,8.0,81.06,651.14,109.0,3,0.3542,0.6275,60.0,0,0.7706,Free Shipping,100.0,Debit Card
CUST019243,25.0,225.27,5823.73,1.0,7,,0.6712,0.0,8,0.507,Cashback,61.5,Credit Card
CUST016177,7.0,233.74,1514.75,132.0,1,0.0419,0.9383,33.0,6,0.8194,Free Shipping,7.5,Credit Card
CUST008994,10.0,20.32,220.81,74.0,1,0.0,0.0,40.0,11,0.3483,Free Shipping,33.0,Debit Card
CUST004761,8.0,450.89,3796.64,32.0,1,0.381,0.9312,59.0,6,0.369,Free Shipping,12.0,Credit Card
CUST008030,13.0,395.05,5599.54,2.0,5,0.3635,,16.0,0,0.1444,Cashback,,Wallet
CUST019262,1.0,1286.92,1340.29,1.0,1,0.2585,0.6303,41.0,0,0.5586,No Promotion,,Credit Card
CUST003099,42.0,418.7,17351.24,183.0,8,0.364,0.7209,20.0,18,0.1484,Free Shipping,40.5,COD
CUST013655,,121.91,346.16,1.0,3,0.3137,0.6614,50.0,10,0.5572,Free Shipping,95.0,Debit Card
CUST016898,1.0,30.28,30.4,162.0,1,0.0,0.2462,58.0,0,0.6979,No Promotion,49.5,Debit Card
CUST008889,1.0,1089.22,1181.96,84.0,1,0.16,0.3355,18.0,4,0.8769,Cashback,9.0,Credit Card
CUST016123,13.0,195.3,2348.61,125.0,4,0.438,0.98,60.0,0,0.5162,No Promotion,29.0,Wallet
CUST001715,11.0,196.73,2237.94,60.0,5,0.0,0.1281,36.0,12,0.4591,Discount,24.5,Wallet
CUST005049,32.0,167.24,4984.52,178.0,4,0.3066,0.5516,16.0,2,0.5712,Free Shipping,73.5,Credit Card
CUST015037,2.0,31.71,58.77,116.0,1,0.4564,0.5214,42.0,0,0.6573,No Promotion,81.0,COD
CUST003513,9.0,328.45,2976.51,120.0,1,0.1285,,0.0,0,0.8076,Discount,36.5,Credit Card
CUST003289,2.0,304.96,634.8,44.0,2,0.2401,0.0,0.0,0,0.0,No Promotion,19.5,Credit Card
CUST003386,25.0,132.32,3492.0,68.0,3,0.1508,0.6955,27.0,6,0.4069,Discount,73.0,Credit Card
CUST013969,,163.79,3835.07,105.0,7,0.2154,0.3101,36.0,14,0.3491,Discount,57.5,Credit Card
CUST016917,42.0,201.44,7955.45,110.0,5,0.3761,,3.0,27,0.0,No Promotion,37.5,Debit Card
CUST008741,14.0,78.66,1117.36,1.0,5,0.3253,0.98,60.0,10,0.97,No Promotion,69.0,COD
CUST016522,15.0,130.58,2008.0,34.0,6,0.1065,0.9794,24.0,0,0.5648,Cashback,30.0,Credit Card
CUST012082,8.0,176.61,1344.51,133.0,4,0.0,0.0,13.0,1,0.5283,Discount,,Wallet
CUST015310,14.0,335.59,4364.19,183.0,5,0.3409,0.2116,52.0,0,0.0689,Cashback,36.0,Credit Card
CUST003528,17.0,181.99,3357.2,,4,0.484,0.0,38.0,0,0.0,No Promotion,88.5,COD
CUST003823,17.0,105.45,1647.78,82.0,6,0.3559,0.4428,29.0,3,0.97,Cashback,100.0,Credit Card
CUST005822,11.0,247.29,2598.98,48.0,3,0.5121,0.0,0.0,0,0.3609,No Promotion,70.5,Debit Card
CUST006094,42.0,91.35,3630.69,148.0,4,0.4578,0.0616,46.0,24,0.3821,Discount,57.0,Credit Card
CUST018336,1.0,1360.34,1477.78,1.0,1,0.3125,0.288,0.0,0,0.7555,No Promotion,28.5,Credit Card
CUST005567,1.0,183.62,199.62,7.0,1,0.0885,0.2754,0.0,5,0.0,Free Shipping,45.5,Wallet
CUST002251,17.0,120.34,2232.6,182.0,3,0.0466,0.6757,,12,0.2245,,,Debit Card
CUST013318,1.0,233.46,237.72,183.0,1,0.2879,0.8036,47.0,12,0.3009,No Promotion,58.0,COD
CUST003794,18.0,28.23,534.06,183.0,3,0.5887,0.8114,48.0,1,0.797,No Promotion,40.5,Debit Card
CUST016476,15.0,615.34,8633.44,79.0,7,0.0,0.1939,4.0,4,0.2649,Free Shipping,83.0,Credit Card
CUST014177,6.0,31.27,181.78,168.0,2,0.2062,0.1397,47.0,4,0.6959,,81.0,Credit Card
CUST014032,,28.4,162.04,143.0,5,0.3713,0.4623,14.0,11,0.2689,No Promotion,66.0,Credit Card
CUST015125,14.0,68.02,1044.38,176.0,5,0.0331,0.4994,,9,0.6487,Free Shipping,87.0,Credit Card
CUST018671,2.0,149.61,321.84,153.0,2,0.2129,0.6574,39.0,14,0.0448,Cashback,,COD
CUST011139,9.0,165.56,1623.69,75.0,4,,0.5241,41.0,0,0.1684,,57.5,Debit Card
CUST008186,6.0,29.48,181.9,116.0,5,0.2114,,11.0,2,0.5122,Discount,53.5,Wallet
CUST014538,10.0,210.21,2094.89,180.0,1,0.2795,0.6444,0.0,9,0.0,Free Shipping,59.5,Debit Card
CUST000278,2.0,593.04,1189.57,84.0,2,,0.5781,7.0,1,0.9009,Discount,66.5,Debit Card
CUST003442,1.0,262.37,287.98,150.0,1,,0.6481,5.0,8,0.8734,No Promotion,42.0,COD
CUST004943,12.0,42.73,477.36,5.0,5,0.3761,,0.0,14,0.0,Cashback,51.0,Credit Card
CUST014020,25.0,56.07,1347.31,46.0,6,0.1507,0.7007,0.0,10,0.3219,Discount,76.0,COD
CUST004503,2.0,33.29,61.13,8.0,2,0.2934,0.9741,52.0,4,0.0,Discount,54.0,COD
CUST017489,42.0,28.51,1098.91,,3,0.7071,0.7869,50.0,29,0.5589,Free Shipping,62.0,COD
CUST013542,12.0,42.27,488.14,1.0,1,0.2032,0.775,,3,0.2703,Cashback,35.0,COD
CUST006396,7.0,45.69,330.47,36.0,5,0.1102,0.2355,,0,0.2853,Free Shipping,15.0,Credit Card
CUST019111,34.0,22.31,775.72,20.0,4,0.1151,,13.0,0,0.2637,Cashback,31.0,Wallet
CUST018922,42.0,17.8,756.43,157.0,8,0.1435,0.0119,51.0,20,0.2166,Free Shipping,46.0,COD
CUST005116,,262.31,4106.31,156.0,1,0.3583,0.8346,41.0,0,0.2323,No Promotion,73.5,Credit Card
CUST016418,1.0,11.88,12.67,42.0,1,0.3774,,42.0,0,0.97,Discount,,Wallet
CUST001624,10.0,143.09,1414.34,126.0,5,0.286,0.4167,39.0,19,0.435,Cashback,61.5,Debit Card
CUST003816,37.0,245.5,9116.24,88.0,8,0.1803,0.7364,36.0,1,0.4223,Cashback,49.0,Debit Card
CUST018007,4.0,367.05,1340.93,108.0,4,0.466,0.5022,38.0,0,0.5047,,,Debit Card
CUST007901,,65.28,809.78,183.0,3,0.1761,,11.0,15,0.4887,No Promotion,46.0,Credit Card
CUST007833,10.0,139.11,1460.71,105.0,8,0.1384,0.2988,0.0,3,0.9672,Free Shipping,70.5,Credit Card
CUST018314,1.0,1515.64,1605.51,98.0,1,0.2684,0.6387,26.0,1,0.7675,No Promotion,,Credit Card
CUST013024,10.0,170.98,1831.12,183.0,5,0.152,0.383,5.0,6,0.001,Discount,90.0,COD
CUST011713,17.0,114.93,1862.44,183.0,4,0.3401,0.98,,5,0.7542,Cashback,29.0,Credit Card
CUST007422,6.0,83.7,503.54,58.0,5,0.0,0.98,54.0,7,0.8598,,60.5,Credit Card
CUST011589,10.0,170.77,1835.6,143.0,2,0.3896,0.3761,40.0,7,0.7144,Cashback,76.5,Credit Card
CUST013253,,94.14,2676.24,102.0,4,0.2157,0.6037,7.0,0,0.6191,Discount,69.0,Wallet
CUST019410,,19.31,625.68,48.0,4,0.0906,0.7787,1.0,21,0.8032,Cashback,27.0,Debit Card
CUST006878,3.0,228.7,702.94,77.0,2,,0.3907,60.0,14,0.97,Discount,59.0,Credit Card
CUST018479,1.0,316.63,339.5,1.0,1,0.0,0.4014,0.0,0,0.5679,Cashback,24.0,Credit Card
CUST002450,3.0,31.95,99.67,75.0,3,0.2864,0.2724,60.0,2,0.3472,No Promotion,69.5,Debit Card
CUST018048,1.0,17.97,19.33,1.0,1,0.2371,0.7057,60.0,8,0.97,Cashback,52.0,Credit Card
CUST017230,42.0,36.56,1407.91,183.0,7,0.1938,0.4518,31.0,2,0.2534,Discount,79.5,Credit Card
